Team,Defense Rank,Stat,Position,Opposing Player,Opposing Player Team,PRJ Line,Odds,L15 Hit Rate
Portland Trail Blazers,28,PTS,G,Jalen Green,Houston Rockets,27.5,-102,33%
Utah Jazz,30,PTS,G,Kyrie Irving,Dallas Mavericks,24.5,-106,46%
Utah Jazz,30,PTS,G,Kyrie Irving,Dallas Mavericks,24.5,-105,46%
Chicago Bulls,29,REB,G,Alex Caruso,Washington Wizards,3.5,-146,40%
Chicago Bulls,29,REB,G,Alex Caruso,Washington Wizards,3.5,-145,40%
Chicago Bulls,29,REB,G,Ayo Dosunmu,Washington Wizards,3.5,112,33%
Chicago Bulls,29,REB,G,Ayo Dosunmu,Washington Wizards,3.5,114,33%
Chicago Bulls,29,REB,G,Jordan Poole,Washington Wizards,3.5,126,46%
Chicago Bulls,29,REB,G,Jordan Poole,Washington Wizards,3.5,130,46%
Chicago Bulls,29,REB,G,Coby White,Washington Wizards,4.5,-130,46%
Chicago Bulls,29,REB,G,Coby White,Washington Wizards,4.5,-125,46%
Charlotte Hornets,26,REB,G,Darius Garland,Cleveland Cavaliers,2.5,-105,46%
Charlotte Hornets,26,REB,G,Darius Garland,Cleveland Cavaliers,2.5,102,46%
Denver Nuggets,27,REB,G,Desmond Bane,Memphis Grizzlies,3.5,-146,6%
Indiana Pacers,30,REB,G,James Harden,LA Clippers,5.5,110,13%
Indiana Pacers,30,REB,G,James Harden,LA Clippers,5.5,120,13%
San Antonio Spurs,28,REB,G,Grayson Allen,Phoenix Suns,3.5,100,33%
San Antonio Spurs,28,REB,G,Grayson Allen,Phoenix Suns,3.5,110,33%
San Antonio Spurs,28,REB,G,Bradley Beal,Phoenix Suns,3.5,-145,46%
San Antonio Spurs,28,REB,G,Bradley Beal,Phoenix Suns,3.5,-136,46%
San Antonio Spurs,28,REB,G,Devin Booker,Phoenix Suns,4.5,-120,46%
San Antonio Spurs,28,REB,G,Devin Booker,Phoenix Suns,4.5,-104,46%
Chicago Bulls,30,AST,G,Alex Caruso,Washington Wizards,3.5,-148,53%
Chicago Bulls,30,AST,G,Alex Caruso,Washington Wizards,3.5,-145,53%
Chicago Bulls,30,AST,G,Ayo Dosunmu,Washington Wizards,4.5,-135,60%
Chicago Bulls,30,AST,G,Ayo Dosunmu,Washington Wizards,4.5,-128,60%
Chicago Bulls,30,AST,G,Jordan Poole,Washington Wizards,5.5,-136,33%
Chicago Bulls,30,AST,G,Jordan Poole,Washington Wizards,5.5,-130,33%
Chicago Bulls,30,AST,G,Jordan Poole,Washington Wizards,6.5,112,26%
Chicago Bulls,30,AST,G,Jordan Poole,Washington Wizards,6.5,120,26%
Chicago Bulls,30,AST,G,Coby White,Washington Wizards,4.5,-150,40%
Chicago Bulls,30,AST,G,Coby White,Washington Wizards,4.5,-150,40%
Chicago Bulls,30,AST,G,Coby White,Washington Wizards,5.5,126,40%
Memphis Grizzlies,26,AST,G,Jamal Murray,Denver Nuggets,7.5,105,40%
Memphis Grizzlies,26,AST,G,Jamal Murray,Denver Nuggets,7.5,108,40%
Phoenix Suns,27,AST,G,Tre Jones,San Antonio Spurs,6.5,-130,60%
Phoenix Suns,27,AST,G,Tre Jones,San Antonio Spurs,6.5,-120,53%
Phoenix Suns,30,PTS,F,Jeremy Sochan,San Antonio Spurs,12.5,-120,46%
Phoenix Suns,30,PTS,F,Jeremy Sochan,San Antonio Spurs,12.5,-113,46%
Chicago Bulls,26,AST,F,Deni Avdija,Washington Wizards,3.5,-140,33%
Chicago Bulls,26,AST,F,Deni Avdija,Washington Wizards,4.5,-115,33%
Chicago Bulls,26,AST,F,Deni Avdija,Washington Wizards,4.5,-106,33%
Chicago Bulls,26,AST,F,Corey Kispert,Washington Wizards,2.5,-136,20%
Chicago Bulls,26,AST,F,Corey Kispert,Washington Wizards,2.5,-120,20%
Chicago Bulls,26,AST,F,Kyle Kuzma,Washington Wizards,4.5,-120,40%
