Team,Defense Rank,Stat,Position,Opposing Player,Opposing Player Team,PRJ Line,Odds,L15 Hit Rate
Indiana Pacers,3,AST,G,James Harden,LA Clippers,9.5,-140,54%
Indiana Pacers,3,AST,G,James Harden,LA Clippers,8.5,102,67%
New York Knicks,5,AST,G,Cade Cunningham,Detroit Pistons,6.5,-135,80%
New York Knicks,5,AST,G,Cade Cunningham,Detroit Pistons,6.5,-130,80%
New York Knicks,5,AST,G,Jaden Ivey,Detroit Pistons,2.5,124,74%
New York Knicks,5,AST,G,Jaden Ivey,Detroit Pistons,2.5,130,74%
Sacramento Kings,2,AST,G,Tyrese Maxey,Philadelphia 76ers,5.5,-140,54%
Sacramento Kings,2,AST,G,Tyrese Maxey,Philadelphia 76ers,5.5,-125,54%
Philadelphia 76ers,4,AST,G,De'Aaron Fox,Sacramento Kings,5.5,-120,60%
Philadelphia 76ers,4,AST,G,De'Aaron Fox,Sacramento Kings,5.5,-115,60%
Philadelphia 76ers,4,AST,G,Malik Monk,Sacramento Kings,4.5,100,74%
Cleveland Cavaliers,2,REB,F,Miles Bridges,Charlotte Hornets,7.5,-136,60%
Cleveland Cavaliers,2,REB,F,Miles Bridges,Charlotte Hornets,7.5,-130,60%
Cleveland Cavaliers,2,REB,F,Brandon Miller,Charlotte Hornets,4.5,-138,54%
Indiana Pacers,5,REB,F,Paul George,LA Clippers,5.5,-140,47%
Indiana Pacers,5,REB,F,Paul George,LA Clippers,5.5,-138,47%
Indiana Pacers,5,REB,F,Paul George,LA Clippers,4.5,118,74%
Indiana Pacers,5,REB,F,Kawhi Leonard,LA Clippers,6.5,-145,54%
Indiana Pacers,5,REB,F,Kawhi Leonard,LA Clippers,5.5,112,60%
